name,tag,gen,format,category,item,ability,nature,move1,move2,move3,move4,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,hp_iv,atk_iv,def_iv,spa_iv,spd_iv,spe_iv,teratypes
Rotom-Wash,regular,9,godlygift,singles,Leftovers,,Bold,Hydro Pump,Volt Switch,Pain Split/Protect,Thunder Wave/Will-O-Wisp,252,0,252,0,4,0,31,0,31,31,31,31,Steel
Rotom-Wash,regular,9,nationaldexmonotype,singles,Leftovers,,Bold,Hydro Pump,Volt Switch,Will-O-Wisp/Toxic,Defog/Pain Split,252,0,212,0,0,44,31,0,31,31,31,31,
Rotom-Frost,regular,9,zu,singles,Heavy-Duty Boots,,Timid,Nasty Plot,Thunderbolt,Blizzard,Volt Switch,0,0,0,252,4,252,31,0,31,31,31,31,Ghost|Water
Rotom-Frost,regular,9,zu,singles,Choice Scarf,,Timid,Volt Switch,Blizzard,Thunderbolt,Trick,0,0,0,252,4,252,31,0,31,31,31,31,Electric
Rotom-Mow,regular,9,zu,singles,Choice Scarf,,Timid,Thunderbolt,Leaf Storm,Volt Switch,Trick,0,0,0,252,4,252,31,31,31,31,31,31,Electric
Rotom-Mow,regular,9,zu,singles,Leftovers|Heavy-Duty Boots,,Timid,Nasty Plot,Thunderbolt/Discharge,Leaf Storm,Volt Switch/Pain Split/Will-O-Wisp,252,0,0,4,0,252,31,0,31,31,31,31,Ghost|Dragon|Steel
Rotom-Mow,regular,9,zu,singles,Leftovers|Heavy-Duty Boots,,Timid,Volt Switch,Leaf Storm,Pain Split,Will-O-Wisp/Thunder Wave,252,0,0,0,4,252,31,0,31,31,31,31,Ghost|Dragon|Steel
Rotom-Mow,regular,9,ru,singles,Choice Scarf,,Timid,Volt Switch,Leaf Storm,Trick,Thunderbolt/Will-O-Wisp/Thunder Wave,0,0,0,252,4,252,31,31,31,31,31,31,Steel
Rotom-Mow,regular,9,ru,singles,Heavy-Duty Boots,,Timid,Nasty Plot,Leaf Storm,Thunderbolt/Volt Switch,Pain Split/Thunder Wave/Will-O-Wisp,248,0,0,8,0,252,31,31,31,31,31,31,Steel
Rotom-Mow,regular,9,pu,singles,Choice Scarf,,Timid,Volt Switch,Trick,Leaf Storm,Thunderbolt/Discharge,0,0,0,252,4,252,31,31,31,31,31,31,Electric
Rotom-Mow,tera,9,nu,singles,Choice Scarf,,Timid,Leaf Storm,Volt Switch,Trick,Thunderbolt/Tera Blast,0,0,0,252,4,252,31,31,31,31,31,31,Electric|Fairy
Rotom-Mow,regular,9,nu,singles,Leftovers|Sitrus Berry,,Timid,Leaf Storm,Volt Switch,Will-O-Wisp,Thunderbolt/Foul Play,0,0,0,252,4,252,31,31,31,31,31,31,Fairy|Ghost|Steel
Rotom-Mow,regular,9,nu,singles,Leftovers,,Timid,Nasty Plot,Leaf Storm,Volt Switch/Discharge,Will-O-Wisp/Substitute,248,0,0,8,0,252,31,31,31,31,31,31,Poison|Ghost
Rotom-Mow,regular,9,monotype,singles,Choice Specs,,Timid,Leaf Storm,Thunderbolt,Volt Switch,Trick,0,0,0,252,4,252,31,0,31,31,31,31,
Uxie,regular,9,pu,singles,Leftovers,,Timid,Nasty Plot,Psyshock/Psychic Noise,Draining Kiss,Encore/Substitute,0,0,0,252,4,252,31,31,31,31,31,31,Fairy|Poison
Uxie,regular,9,pu,singles,Leftovers|Colbur Berry,,Bold,Stealth Rock/Knock Off,Encore/Knock Off,U-turn,Psychic Noise,252,0,252,0,4,0,31,31,31,31,31,31,Poison|Fairy
Uxie,regular,9,nu,singles,Leftovers|Grassy Seed,,Timid,Nasty Plot,Psychic Noise,Draining Kiss,Encore/Substitute/Shadow Ball,0,0,4,252,0,252,31,31,31,31,31,31,Fairy
Uxie,regular,9,nu,singles,Rocky Helmet|Leftovers,,Timid,Stealth Rock,Psychic Noise,U-turn,Knock Off/Encore/Thunder Wave,252,0,40,0,0,216,31,31,31,31,31,31,Dark|Steel
Mesprit,regular,9,pu,singles,Colbur Berry|Leftovers,,Bold,Stealth Rock,Psychic Noise,U-turn,Healing Wish/Knock Off/Thunder Wave,252,0,252,0,4,0,31,31,31,31,31,31,Ghost|Fairy
Mesprit,regular,9,zu,singles,Rocky Helmet,,Bold,Stealth Rock/Healing Wish,Psychic Noise,U-turn,Knock Off/Encore/Healing Wish,252,0,252,0,4,0,31,31,31,31,31,31,Steel|Fairy
Mesprit,regular,9,zu,singles,Choice Scarf,,Timid,Psychic,Dazzling Gleam,U-turn,Healing Wish/Trick,0,0,0,252,4,252,31,31,31,31,31,31,Fairy|Steel
Mesprit,regular,9,zu,singles,Leftovers|Grassy Seed,,Timid,Encore/Substitute,Nasty Plot,Psyshock,Draining Kiss/Thunderbolt,252,0,0,4,0,252,31,31,31,31,31,31,Fairy|Steel|Electric
Mesprit,regular,9,zu,singles,Leftovers,,Sassy,Stealth Rock/Healing Wish,Psychic Noise,U-turn,Knock Off/Healing Wish,252,0,4,0,252,0,31,31,31,31,31,31,Steel
Azelf,regular,9,ru,singles,Focus Sash,,Naive|Jolly,Stealth Rock,Taunt,Explosion,Flamethrower/Endeavor/Drain Punch,0,252,4,0,0,252,31,31,31,31,31,31,Ghost
Azelf,regular,9,ru,singles,Expert Belt|Life Orb,,Timid,Psychic/Mystical Power,Draining Kiss/Dazzling Gleam,Flamethrower/Shadow Ball,Nasty Plot/Thunderbolt,0,0,0,252,4,252,31,0,31,31,31,31,Fairy|Fire
Azelf,regular,9,godlygift,singles,Focus Sash,,Hasty,Psychic,Stealth Rock,Taunt,Explosion,0,252,0,4,0,252,31,31,31,31,31,31,Ghost
Azelf,regular,9,almostanyability,singles,Choice Scarf,Psychic Surge,Naive,Expanding Force,U-turn,Dazzling Gleam/Fire Blast,Trick/Knock Off/Fire Blast,0,0,4,252,0,252,31,31,31,31,31,31,
Azelf,regular,9,nationaldexru,singles,Heavy-Duty Boots|Psychium Z,,Timid,Psychic,Fire Blast,Knock Off/Energy Ball,U-turn,0,0,4,252,0,252,31,31,31,31,31,31,
Azelf,regular,9,nationaldexru,singles,Life Orb|Expert Belt|Psychium Z,,Timid,Nasty Plot,Psychic,Fire Blast,Energy Ball,0,0,4,252,0,252,31,0,31,31,31,31,
Azelf,regular,9,nationaldexru,singles,Focus Sash,,Naive,Stealth Rock,Taunt,Fire Blast,Explosion,0,252,0,4,0,252,31,31,31,31,31,31,
Dialga,regular,9,ubersuu,singles,Leftovers,,Sassy,Draco Meteor,Heavy Slam,Stealth Rock,Dragon Tail/Roar,252,0,0,4,252,0,31,31,31,31,31,31,Flying
Dialga,regular,9,ubersuu,singles,Leftovers,,Calm,Draco Meteor,Earth Power/Thunder Wave,Stealth Rock,Roar/Dragon Tail/Heavy Slam,252,0,0,4,252,0,31,0,31,31,31,31,Flying
Dialga,regular,9,ubersuu,singles,Eject Pack,,Quiet,Draco Meteor,Flash Cannon,Earth Power,Trick Room,248,0,0,252,8,0,31,0,31,31,31,0,Flying
Dialga,regular,9,nationaldexubers,singles,Choice Specs,,Modest,Trick,Draco Meteor,Fire Blast,Thunder/Flash Cannon,0,0,0,204,52,252,31,31,31,31,31,31,Dragon
Dialga,regular,9,godlygift,singles,Choice Specs,,Timid,Draco Meteor,Flash Cannon,Overheat,Earth Power,0,0,0,252,4,252,31,0,31,31,31,31,Dragon|Ground
Dialga,regular,9,ubers,singles,Choice Scarf|Choice Specs,Telepathy,Timid|Modest,Draco Meteor,Fire Blast,Flash Cannon,Trick/Thunder/Dragon Pulse,0,0,0,252,4,252,31,0,31,31,31,31,Dragon|Fire
Dialga-Origin,regular,9,godlygift,singles,Adamant Crystal,,Timid,Draco Meteor,Flash Cannon,Flamethrower,Stealth Rock,0,0,0,252,4,252,31,0,31,31,31,31,Fairy|Water
Dialga-Origin,regular,9,ubers,singles,Adamant Crystal,,Timid,Draco Meteor,Steel Beam,Stealth Rock,Dragon Tail/Thunder Wave,252,0,0,4,0,252,31,0,31,31,31,31,Ghost
Palkia,regular,9,ubersuu,singles,Choice Scarf,,Modest,Spacial Rend/Draco Meteor,Hydro Pump/Surf,Fire Blast/Flamethrower,Trick,0,0,0,252,4,252,31,0,31,31,31,31,Fire|Water
Palkia,regular,9,ubersuu,singles,Eject Pack,,Quiet,Draco Meteor,Hydro Pump,Spacial Rend,Trick Room,252,0,0,252,4,0,31,0,31,31,31,0,Fairy
Palkia,regular,9,godlygift,singles,Choice Specs|Choice Scarf,,Timid,Hydro Pump,Spacial Rend,Surf,Thunderbolt,0,0,0,252,4,252,31,0,31,31,31,31,Water
Palkia,regular,9,ubers,singles,Leftovers,,Timid,Substitute,Spacial Rend,Earth Power/Fire Blast,Dragon Tail,0,0,0,252,4,252,31,0,31,31,31,31,Ground|Steel
Palkia-Origin,regular,9,ubersuu,singles,Lustrous Globe,,Timid,Substitute/Fire Blast,Hydro Pump,Spacial Rend,Thunder Wave/Fire Blast/Scale Shot,0,0,0,252,4,252,31,31,31,31,31,31,Water|Fire|Fairy
Palkia-Origin,regular,9,godlygift,singles,Lustrous Globe,,Timid,Hydro Pump,Spacial Rend,Surf,Thunderbolt,0,0,0,252,4,252,31,0,31,31,31,31,Water
Palkia-Origin,regular,9,ubers,singles,Lustrous Globe,,Timid,Hydro Pump,Fire Blast,Draco Meteor/Spacial Rend,Substitute/Dragon Tail/Earth Power/Spacial Rend,0,0,0,252,4,252,31,0,31,31,31,31,Fairy|Ground
Palkia-Origin,regular,9,nationaldexubers,singles,Lustrous Globe,,Modest|Timid,Hydro Pump,Spacial Rend,Fire Blast,Substitute/Draco Meteor,0,0,4,252,0,252,31,0,31,31,31,31,Water
Palkia-Origin,regular,9,balancedhackmons,singles,Lustrous Globe,Speed Boost|Magic Guard,Modest|Timid,Nasty Plot,Steam Eruption,Dragon Energy,Jungle Healing/Strength Sap,102,0,102,102,102,102,31,0,31,31,31,31,
Heatran,regular,9,ou,singles,Leftovers|Air Balloon,,Timid|Modest,Magma Storm,Earth Power,Taunt,Stealth Rock/Will-O-Wisp,0,0,0,252,4,252,31,31,31,31,31,31,Grass|Ghost
Heatran,regular,9,ou,singles,Leftovers|Air Balloon,Flash Fire|Flame Body,Calm,Magma Storm/Lava Plume,Earth Power,Taunt/Will-O-Wisp,Stealth Rock/Will-O-Wisp,252,0,4,0,212,40,31,31,31,31,31,31,Grass|Ghost
Heatran,regular,9,monotype,singles,Choice Scarf,,Timid,Fire Blast/Flamethrower,Flash Cannon/Dragon Pulse,Earth Power,Power Gem,0,0,0,252,4,252,31,0,31,31,31,31,
Heatran,regular,9,monotype,singles,Leftovers,,Calm,Magma Storm/Lava Plume,Earth Power,Power Gem,Protect/Stealth Rock/Will-O-Wisp,248,0,24,0,116,120,31,0,31,31,31,31,
Heatran,regular,9,monotype,singles,Air Balloon,,Sassy,Magma Storm/Lava Plume,Earth Power,Heavy Slam,Stealth Rock,252,0,0,0,228,28,31,31,31,31,31,31,
Heatran,regular,9,monotype,singles,Air Balloon,,Timid,Stealth Rock,Magma Storm,Earth Power,Power Gem,0,0,0,252,4,252,31,0,31,31,31,31,
Heatran,regular,9,monotype,singles,Air Balloon,Flame Body,Timid,Magma Storm,Heavy Slam/Stealth Rock,Earth Power,Taunt,0,0,0,252,4,252,31,31,31,31,31,31,
Heatran,regular,9,vgc2024,doubles,Leftovers|Life Orb,,Modest,Heat Wave/Magma Storm,Flash Cannon,Earth Power,Protect,228,0,84,156,20,20,31,31,31,31,31,31,Grass|Fairy
Heatran,tera,9,vgc2023,doubles,Leftovers,,Modest,Heat Wave,Tera Blast/Earth Power,Substitute,Protect,188,0,4,236,4,76,31,0,31,31,31,31,Grass
Heatran,tera,9,vgc2023,doubles,Assault Vest,,Modest,Heat Wave,Heavy Slam,Earth Power,Tera Blast,180,0,4,236,12,76,31,31,31,31,31,31,Grass
Heatran,tera,9,battlestadiumsingles,singles,Leftovers|Air Balloon,,Calm,Magma Storm,Earth Power,Flash Cannon/Tera Blast,Protect/Taunt/Tera Blast,252,0,0,0,252,4,31,0,31,31,31,31,Grass|Bug
Heatran,tera,9,battlestadiumsingles,singles,Assault Vest,,Modest,Magma Storm,Earth Power,Flash Cannon,Tera Blast,252,0,0,252,0,4,31,0,31,31,31,31,Grass|Bug|Fairy
Heatran,regular,9,partnersincrime,singles,Ability Shield,,Modest,Lava Plume,Earth Power,Substitute/Flash Cannon,Protect,196,0,0,252,0,60,31,31,31,31,31,31,Grass|Fairy
Heatran,regular,9,stabmons,singles,Leftovers|Air Balloon,,Modest,Magma Storm,Earth Power,Burning Bulwark/Will-O-Wisp,Stealth Rock/Taunt/Doom Desire,0,0,4,252,0,252,31,0,31,31,31,31,
Heatran,regular,9,stabmons,singles,Leftovers,,Calm,Magma Storm,Earth Power,Burning Bulwark,Doom Desire/Stealth Rock,248,0,8,64,148,40,31,0,31,31,31,31,
Heatran,regular,9,nationaldexdoubles,doubles,Charcoal|Leftovers,,Modest,Heat Wave,Earth Power,Flash Cannon/Eruption/Substitute,Protect,204,0,0,252,0,52,31,0,31,31,31,31,Fairy|Fire|Flying|Grass|Ghost
Heatran,regular,9,nationaldex,singles,Leftovers,,Calm,Magma Storm,Earth Power,Toxic/Taunt,Stealth Rock/Protect/Taunt,248,0,0,0,220,40,31,0,31,31,31,31,
Heatran,z-attack,9,nationaldex,singles,Grassium Z|Firium Z|Air Balloon,,Timid|Modest,Magma Storm,Earth Power,Solar Beam/Toxic/Hidden Power Ice,Stealth Rock/Toxic/Taunt,0,0,0,252,4,252,31,0,31,31,31,31,
Heatran,regular,9,godlygift,singles,Air Balloon,,Modest,Magma Storm,Earth Power,Taunt,Stealth Rock,4,0,0,252,0,252,31,0,31,31,31,31,Grass
Heatran,regular,9,almostanyability,singles,Leftovers,Desolate Land,Calm,Magma Storm,Stealth Rock,Solar Beam/Power Gem,Will-O-Wisp/Earth Power,252,0,0,0,196,60,31,0,31,31,31,31,
Heatran,regular,9,doublesou,doubles,Leftovers|Covert Cloak,,Modest,Heat Wave,Earth Power,Will-O-Wisp/Flash Cannon/Substitute,Protect,252,0,4,252,0,0,31,0,31,31,31,31,Fairy|Grass
Heatran,tera,9,doublesou,doubles,Assault Vest,,Modest,Heat Wave,Flash Cannon/Heavy Slam,Tera Blast,Earth Power,252,0,0,252,4,0,31,31,31,31,31,31,Grass
Heatran,regular,9,nationaldexmonotype,singles,Air Balloon,Flame Body,Timid,Magma Storm,Earth Power,Flash Cannon/Hidden Power Ice,Taunt/Stealth Rock,0,0,0,252,4,252,31,0,31,31,31,31,
Heatran,regular,9,nationaldexmonotype,singles,Leftovers,,Calm,Lava Plume/Magma Storm,Earth Power,Roar/Toxic,Stealth Rock/Substitute,252,0,4,0,252,0,31,31,31,31,31,31,
Giratina,regular,9,nationaldexubers,singles,Leftovers,,Impish,Dragon Tail,Toxic,Defog,Rest,252,0,252,0,4,0,31,31,31,31,31,31,Fairy|Poison
Giratina,regular,9,godlygift,singles,Heavy-Duty Boots,,Careful,Will-O-Wisp,Rest,Dragon Tail/Defog,Sleep Talk/Defog,248,8,0,0,252,0,31,31,31,31,31,31,Fairy
Giratina,regular,9,ubers,singles,Heavy-Duty Boots|Leftovers,,Impish,Dragon Tail,Will-O-Wisp,Defog,Rest,252,0,252,0,4,0,31,31,31,31,31,31,Fairy
Giratina-Origin,regular,9,godlygift,singles,Griseous Core,,Timid,Draco Meteor,Hex,Pain Split,Will-O-Wisp,4,0,0,252,0,252,31,0,31,31,31,31,Fairy
Giratina-Origin,regular,9,ubers,singles,Griseous Core,,Adamant,Poltergeist,Dragon Tail,Will-O-Wisp/Thunder Wave,Defog/Shadow Sneak/Stone Edge,248,104,112,0,0,44,31,31,31,31,31,31,Steel|Ghost|Poison
Giratina-Origin,regular,9,ubers,singles,Griseous Core,,Modest,Hex,Draco Meteor,Thunder Wave/Will-O-Wisp,Defog/Will-O-Wisp,248,0,112,104,0,44,31,31,31,31,31,31,Steel|Poison
Giratina-Origin,regular,9,nationaldexubers,singles,Griseous Core,,Impish|Adamant,Poltergeist,Dragon Tail,Defog,Toxic/Will-O-Wisp/Thunder Wave/Shadow Sneak,248,68,192,0,0,0,31,31,31,31,31,31,Poison|Steel
Giratina-Origin,regular,9,nationaldexubers,singles,Griseous Core,,Modest,Draco Meteor,Hex,Defog,Will-O-Wisp/Thunder Wave/Toxic,248,0,152,8,100,0,31,0,31,31,31,31,Poison|Steel
Giratina-Origin,regular,9,anythinggoes,singles,Griseous Core,,Adamant,Poltergeist,Shadow Sneak,Dragon Tail,Defog/Stone Edge,184,188,0,0,136,0,31,31,31,31,31,31,Steel|Fire
Giratina-Origin,regular,9,anythinggoes,singles,Griseous Core,,Impish|Bold,Will-O-Wisp/Thunder Wave,Poltergeist/Hex,Dragon Tail,Defog/Thunder Wave,240,0,156,0,100,12,31,31,31,31,31,31,Steel|Poison
Cresselia,regular,9,vgc2024,doubles,Safety Goggles,,Sassy,Moonblast/Ice Beam/Psychic,Lunar Blessing,Trick Room,Helping Hand/Ice Beam/Ally Switch,252,0,180,0,76,0,31,0,31,31,31,0,Fairy|Poison
Cresselia,regular,9,ru,singles,Choice Scarf|Rocky Helmet,,Timid,Lunar Dance,Ice Beam/Moonblast,Trick/Moonlight,Thunder Wave/Moonlight,252,0,0,4,0,252,31,0,31,31,31,31,Fairy
Cresselia,regular,9,ru,singles,Leftovers|Covert Cloak,,Bold,Calm Mind,Psyshock,Moonblast,Moonlight,252,0,120,0,0,136,31,0,31,31,31,31,Poison|Electric
Cresselia,regular,9,ou,singles,Eject Button|Rocky Helmet,,Bold,Lunar Dance,Ice Beam,Thunder Wave,Moonlight,252,0,252,0,4,0,31,0,31,31,31,31,Steel|Fairy
Cresselia,regular,9,ou,singles,Mental Herb,,Relaxed,Trick Room,Lunar Dance,Moonlight,Ice Beam/Moonblast,252,0,252,0,4,0,31,0,31,31,31,0,Poison|Fairy
Cresselia,regular,9,nationaldexubers,singles,Mental Herb,,Sassy,Trick Room,Lunar Dance,Magic Coat,Toxic/Future Sight,252,0,176,0,80,0,31,0,31,31,31,0,Water
Cresselia,regular,9,1v1,singles,Clear Amulet,,Bold,Stored Power,Calm Mind,Moonlight,Reflect/Future Sight,252,0,44,0,72,140,31,31,31,31,31,31,
Cresselia,regular,9,1v1,singles,Choice Scarf,,Bold,Psychic,Moonblast,Trick,Moonlight,240,0,64,52,36,116,31,0,31,31,31,31,
Cresselia,regular,9,1v1,singles,Choice Specs,,Modest,Psychic/Psyshock,Ice Beam,Thunderbolt,Future Sight,0,0,0,252,4,252,31,31,31,31,31,31,Psychic
Cresselia,regular,9,monotype,singles,Leftovers,,Bold,Calm Mind,Stored Power,Moonlight,Moonblast,248,0,208,0,0,52,31,0,31,31,31,31,
Cresselia,regular,9,vgc2023,doubles,Safety Goggles|Rocky Helmet|Mental Herb,,Sassy,Ally Switch/Ice Beam,Trick Room,Lunar Blessing,Moonblast,244,0,188,0,76,0,31,0,31,31,31,0,Dark|Fairy|Poison|Water
Cresselia,regular,9,battlestadiumsingles,singles,Covert Cloak|Leftovers,,Bold,Calm Mind,Moonlight,Moonblast/Ice Beam/Stored Power,Stored Power/Ice Beam/Thunderbolt,252,0,252,0,0,4,31,0,31,31,31,31,Electric|Poison|Steel
Cresselia,regular,9,battlestadiumsingles,singles,Mental Herb|Sitrus Berry,,Relaxed|Bold,Moonblast,Trick Room,Lunar Dance,Moonlight/Ice Beam/Psychic,252,0,252,0,4,0,31,0,31,31,31,0,Fairy|Electric
Cresselia,regular,9,stabmons,singles,Leftovers,,Timid,Stored Power,Moonblast,Take Heart,Moonlight,248,0,12,0,0,248,31,0,31,31,31,31,
Cresselia,regular,9,godlygift,singles,Leftovers,,Bold,Stored Power,Moonblast,Calm Mind,Moonlight,252,0,252,0,4,0,31,0,31,31,31,31,Steel
Cresselia,regular,9,almostanyability,singles,Leftovers,Unaware,Bold,Calm Mind,Moonlight,Stored Power,Moonblast,252,0,252,0,4,0,31,0,31,31,31,31,
Cresselia,regular,9,doublesou,doubles,Safety Goggles,,Sassy,Psychic/Ice Beam/Moonblast,Lunar Blessing,Trick Room,Ally Switch/Helping Hand,240,0,132,0,136,0,31,0,31,31,31,0,Dark
Manaphy,regular,9,uu,singles,Leftovers,,Timid,Tail Glow,Surf,Ice Beam/Alluring Voice,Energy Ball,80,0,0,252,0,176,31,0,31,31,31,31,Fairy|Steel
Manaphy,regular,9,ou,singles,Leftovers,,Timid,Tail Glow,Surf/Scald,Alluring Voice,Substitute/Energy Ball,0,0,4,252,0,252,31,31,31,31,31,31,Fairy
Manaphy,regular,9,ou,singles,Leftovers,,Timid,Take Heart,Acid Armor,Scald,Stored Power,252,0,40,0,0,216,31,31,31,31,31,31,Poison|Dragon
Manaphy,regular,9,nationaldex,singles,Leftovers,,Timid,Tail Glow,Surf,Ice Beam,Psychic/Energy Ball,0,0,0,252,4,252,31,0,31,31,31,31,
Manaphy,z-attack,9,nationaldex,singles,Waterium Z,,Modest,Tail Glow,Surf,Psychic/Ice Beam,Rest,0,0,0,252,4,252,31,0,31,31,31,31,
Manaphy,regular,9,1v1,singles,Sitrus Berry,,Bold,Acid Armor,Take Heart,Scald,Rest,252,0,180,28,28,20,31,31,31,31,31,31,
Manaphy,regular,9,1v1,singles,Custap Berry,,Modest,Hydro Pump/Surf,Hyper Beam,Endure,Tail Glow,248,0,32,212,0,16,31,31,31,31,31,31,
Manaphy,regular,9,1v1,singles,Clear Amulet,,Calm,Take Heart,Stored Power,Hydro Pump,Skill Swap,248,0,56,72,112,20,31,31,31,31,31,31,Water
Manaphy,regular,9,monotype,singles,Leftovers,,Timid|Bold,Tail Glow,Scald,Ice Beam,Psychic/Substitute,0,0,0,252,4,252,31,31,31,31,31,31,
Manaphy,regular,9,partnersincrime,singles,Leftovers,,Timid,Tail Glow,Scald,Ice Beam,Protect,0,0,0,252,4,252,31,31,31,31,31,31,Grass
Manaphy,regular,9,stabmons,singles,Leftovers|Mystic Water,,Timid,Tail Glow,Steam Eruption,Ice Beam,Psychic,0,0,4,252,0,252,31,31,31,31,31,31,
Manaphy,regular,9,godlygift,singles,Leftovers,,Modest,Scald,Energy Ball,Ice Beam,Tail Glow,252,0,0,252,4,0,31,0,31,31,31,31,Grass
Manaphy,regular,9,almostanyability,singles,Assault Vest,Regenerator,Relaxed|Sassy,Scald,Knock Off,U-turn,Alluring Voice/Energy Ball,252,0,252,0,4,0,31,31,31,31,31,0,
Manaphy,regular,9,almostanyability,singles,Booster Energy|Electric Seed|Life Orb,Protosynthesis|Surge Surfer|Motor Drive,Timid,Tail Glow,Surf,Alluring Voice,Energy Ball/Psychic,0,0,0,252,4,252,31,0,31,31,31,31,
Darkrai,regular,9,1v1,singles,Choice Specs,,Timid,Dark Pulse,Ice Beam/Sludge Bomb,Thunder/Sludge Bomb,Focus Blast/Sludge Bomb,0,0,0,252,4,252,31,31,31,31,31,31,
Darkrai,regular,9,1v1,singles,Choice Scarf,,Timid,Dark Pulse,Trick,Ice Beam/Focus Blast/Disable/Psychic,Sludge Bomb/Focus Blast/Disable/Psychic,0,0,4,252,0,252,31,31,31,31,31,31,Dark
Darkrai,regular,9,monotype,singles,Leftovers|Heavy-Duty Boots,,Timid,Will-O-Wisp,Nasty Plot,Dark Pulse,Focus Blast/Thunder/Ice Beam,252,0,16,0,0,240,31,0,31,31,31,31,
Darkrai,regular,9,monotype,singles,Choice Scarf,,Timid,Dark Pulse,Sludge Bomb,Psychic/Ice Beam,Trick/Focus Blast,0,0,0,252,4,252,31,0,31,31,31,31,
Darkrai,regular,9,monotype,singles,Heavy-Duty Boots,,Timid,Nasty Plot,Dark Pulse,Ice Beam/Hypnosis,Focus Blast/Thunder/Hypnosis,0,0,0,252,4,252,31,0,31,31,31,31,
Darkrai,regular,9,inheritance,singles,Choice Specs|Choice Scarf,Mega Launcher,Timid,Dark Pulse,Aura Sphere,Sludge Bomb/Flash Cannon,U-turn,0,0,4,252,0,252,31,31,31,31,31,31,
Darkrai,regular,9,stabmons,singles,Choice Scarf|Choice Specs,,Timid,Fiery Wrath,Focus Blast,Sludge Bomb/Ice Beam,Parting Shot/Psyshock/Switcheroo,0,0,4,252,0,252,31,31,31,31,31,31,
Darkrai,regular,9,stabmons,singles,Life Orb|Focus Sash|Heavy-Duty Boots,,Timid,Fiery Wrath,Focus Blast/Ice Beam,Psyshock/Sludge Bomb,Nasty Plot,0,0,4,252,0,252,31,31,31,31,31,31,
Darkrai,regular,9,stabmons,singles,Life Orb,,Naive,Fiery Wrath,Focus Blast,Sludge Bomb/Ice Beam,Knock Off,0,4,0,252,0,252,29,31,31,31,31,31,
Darkrai,regular,9,stabmons,singles,Heavy-Duty Boots,,Timid,Fiery Wrath,Focus Blast/Ice Beam,Taunt/Parting Shot,Ruination/Will-O-Wisp,0,0,0,252,4,252,31,0,31,31,31,31,
Darkrai,regular,9,ubers,singles,Choice Scarf,,Timid,Dark Pulse,Trick,Sludge Bomb,Ice Beam,0,0,0,252,4,252,31,31,31,31,31,31,Dark
Darkrai,regular,9,ubers,singles,Life Orb,,Timid,Nasty Plot,Sludge Bomb,Dark Pulse,Ice Beam,0,0,0,252,4,252,31,0,31,31,31,31,Poison
Darkrai,regular,9,ou,singles,Leftovers|Heavy-Duty Boots|Life Orb,,Timid,Nasty Plot,Dark Pulse,Sludge Bomb,Ice Beam/Focus Blast,0,0,0,252,4,252,31,31,31,31,31,31,Poison
Darkrai,regular,9,ou,singles,Choice Scarf,,Timid,Dark Pulse,Sludge Bomb,Ice Beam/Focus Blast,Trick,0,0,0,252,4,252,31,0,31,31,31,31,Poison|Dark
Darkrai,regular,9,ou,singles,Heavy-Duty Boots,,Timid,Dark Pulse,Ice Beam,Sludge Bomb/Knock Off/Nasty Plot,Will-O-Wisp/Knock Off,0,0,0,252,4,252,31,0,31,31,31,31,Poison
Darkrai,regular,9,ou,singles,Choice Specs,,Timid,Dark Pulse,Sludge Bomb,Focus Blast/Trick,Ice Beam/Trick,0,0,4,252,0,252,31,31,31,31,31,31,Dark|Poison
Darkrai,regular,9,ou,singles,Life Orb|Expert Belt|Black Glasses,,Timid|Naive,Dark Pulse,Ice Beam,Sludge Bomb/Knock Off,Focus Blast/Sucker Punch,0,0,0,252,4,252,31,31,31,31,31,31,Poison|Ghost|Dark
Darkrai,regular,9,godlygift,singles,Heavy-Duty Boots,,Timid,Dark Pulse,Ice Beam,Sludge Bomb/Focus Blast,Nasty Plot,0,0,0,252,4,252,31,0,31,31,31,31,Poison
Shaymin,regular,9,pu,singles,Life Orb|Heavy-Duty Boots,,Timid,Seed Flare,Earth Power,Air Slash/Dazzling Gleam,Synthesis/Rest,0,0,0,252,4,252,31,31,31,31,31,31,Ground|Fairy
Shaymin,regular,9,zu,singles,Heavy-Duty Boots|Choice Scarf|Life Orb,,Timid,Seed Flare,Earth Power,Air Slash/Dazzling Gleam,Synthesis/Healing Wish/Rest,0,0,0,252,4,252,31,0,31,31,31,31,Ground|Fairy
Shaymin-Sky,regular,9,battlestadiumsingles,singles,Choice Scarf,,Timid,Air Slash,Seed Flare,Earth Power,Dazzling Gleam,0,0,4,252,0,252,31,0,31,31,31,31,Ghost|Flying
Shaymin-Sky,regular,9,ubers,singles,Choice Scarf,,Timid,Seed Flare,Air Slash,Earth Power,Healing Wish,0,0,0,252,4,252,31,31,31,31,31,31,Flying
Shaymin-Sky,regular,9,ubers,singles,Leftovers,,Timid,Substitute,Seed Flare,Air Slash,Leech Seed/Earth Power,0,0,0,252,4,252,31,31,31,31,31,31,Steel
Arceus,regular,9,nationaldexubers,singles,Silk Scarf|Life Orb,,Adamant,Swords Dance,Extreme Speed,Shadow Claw,Double-Edge/Taunt,200,252,0,0,0,56,31,31,31,31,31,31,Normal|Ghost
